show_id,type,title,country,date_added,listed_in
s908,TV Show,Gargoyles,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s909,Movie,Geek Charming,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s910,Movie,Genius,United States,"November 12, 2019","Comedy, Coming of Age"
s911,Movie,George & A.J.,United States,"November 12, 2019","Animation, Comedy, Family"
s912,Movie,Geri's Game,United States,"November 12, 2019","Animation, Family, Kids"
s913,Movie,Get a Clue,United States,"November 12, 2019","Drama, Mystery"
s914,Movie,Giants of the Deep Blue,,"November 12, 2019","Animals & Nature, Documentary, Family"
s915,TV Show,Girl Meets World,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s916,Movie,Go Figure,United States,"November 12, 2019","Coming of Age, Sports"
s917,Movie,Going to the Mat,United States,"November 12, 2019","Coming of Age, Sports"
s918,TV Show,Good Luck Charlie,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s919,Movie,"Good Luck Charlie, It's Christmas!",United States,"November 12, 2019","Comedy, Coming of Age, Family"
s920,TV Show,Goof Troop,United States,"November 12, 2019","Animation, Comedy, Kids"
s921,Movie,Gotta Kick it Up,United States,"November 12, 2019","Coming of Age, Dance, Drama"
s922,Movie,Grand Canyonscope,United States,"November 12, 2019","Animation, Comedy, Family"
s923,Movie,Grasshopper and the Ants,United States,"November 12, 2019","Animation, Family, Music"
s924,TV Show,Great Migrations,United States,"November 12, 2019","Animals & Nature, Docuseries, Survival"
s925,Movie,Greyfriars Bobby,United States,"November 12, 2019","Animals & Nature, Drama, Family"
s926,Movie,Gus,United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s927,Movie,Halloweentown,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s928,Movie,Halloweentown High,United States,"November 12, 2019","Action-Adventure, Comedy, Fantasy"
s929,Movie,Halloweentown II: Kalabar's Revenge,United States,"November 12, 2019","Action-Adventure, Fantasy"
s930,TV Show,Handy Manny,"United States, Canada","November 12, 2019","Animation, Kids"
s931,TV Show,Hannah Montana,United States,"November 12, 2019","Comedy, Coming of Age, Kids"
s932,Movie,Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,United States,"November 12, 2019","Concert Film, Documentary, Music"
s933,Movie,Hannah Montana The Movie,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s934,Movie,Hatching Pete,United States,"November 12, 2019","Comedy, Coming of Age"
s935,Movie,Hawaiian Holiday,United States,"November 12, 2019","Animation, Comedy, Family"
s936,Movie,Heavyweights,United States,"November 12, 2019","Comedy, Family"
s937,Movie,Herbie Goes Bananas,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s938,Movie,Herbie Goes to Monte Carlo,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s939,Movie,Herbie Rides Again,United States,"November 12, 2019","Comedy, Family, Romantic Comedy"
s940,Movie,Hercules,"United States, France","November 12, 2019","Action-Adventure, Animation, Comedy"
s941,Movie,High School Musical,United States,"November 12, 2019","Coming of Age, Musical, Romance"
s942,Movie,High School Musical 2,United States,"November 12, 2019","Coming of Age, Musical"
s943,Movie,High School Musical 3: Senior Year,United States,"November 12, 2019","Coming of Age, Family, Musical"
s944,TV Show,High School Musical: The Musical: The Series,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s945,Movie,Hocus Pocus,United States,"November 12, 2019","Comedy, Family, Fantasy"
s946,Movie,Home on the Range,United States,"November 12, 2019","Animation, Comedy, Family"
s947,Movie,"Honey, I Blew Up the Kid",United States,"November 12, 2019","Comedy, Family, Science Fiction"
s948,Movie,"Honey, I Shrunk the Kids","United States, Mexico","November 12, 2019","Action-Adventure, Comedy, Family"
s949,Movie,"Honey, We Shrunk Ourselves",United States,"November 12, 2019","Action-Adventure, Comedy, Fantasy"
s950,Movie,Horse Sense,United States,"November 12, 2019","Coming of Age, Drama"
s951,TV Show,Hostile Planet,United States,"November 12, 2019","Animals & Nature, Docuseries, Survival"
s952,Movie,Hounded,United States,"November 12, 2019","Animals & Nature, Comedy, Coming of Age"
s953,Movie,How Dogs Got Their Shapes,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s954,Movie,How to Build a Better Boy,United States,"November 12, 2019","Action-Adventure, Comedy, Science Fiction"
s955,Movie,How to Fish,United States,"November 12, 2019","Animation, Comedy, Family"
s956,Movie,How to Swim,United States,"November 12, 2019","Animation, Family, Parody"
s957,TV Show,Hulk and the Agents of S.M.A.S.H.,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s958,Movie,I'll Be Home for Christmas,"United States, Canada","November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s959,Movie,Ice Age: The Great Egg-Scapade,United States,"November 12, 2019","Animation, Comedy, Family"
s960,Movie,Ice Princess,"United States, Canada","November 12, 2019","Coming of Age, Drama, Romance"
s961,Movie,Inner Workings,United States,"November 12, 2019","Animation, Comedy, Family"
s962,Movie,Inside Out,United States,"November 12, 2019","Animation, Coming of Age, Family"
s963,Movie,Inspector Gadget,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s964,Movie,Inspector Gadget 2,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s965,Movie,Into the Grand Canyon,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s966,Movie,Into the Okavango,"United States, Angola, Botswana, Namibia, South Africa","November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s967,Movie,Invincible,United States,"November 12, 2019","Biographical, Family, Sports"
s968,Movie,Invisible Sister,United States,"November 12, 2019","Comedy, Science Fiction"
s969,TV Show,Iron Man (Series),United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s970,TV Show,Iron Man Armored Adventures,"Canada, United States, United Kingdom, France, Luxembourg","November 12, 2019","Action-Adventure, Animation, Coming of Age"
s971,Movie,Iron Will,United States,"November 12, 2019","Action-Adventure, Coming of Age, Family"
s972,Movie,Jack,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s973,Movie,Jack-Jack Attack,United States,"November 12, 2019","Animation, Comedy, Family"
s974,Movie,James and the Giant Peach,"United Kingdom, United States","November 12, 2019","Action-Adventure, Animation, Family"
s975,Movie,Jane,United States,"November 12, 2019","Animals & Nature, Biographical, Documentary"
s976,TV Show,Jessie,United States,"November 12, 2019","Comedy, Coming of Age, Family"
s977,Movie,Jingle Pols,,"November 12, 2019","Animals & Nature, Documentary, Medical"
s978,Movie,Johnny Kapahala: Back on Board,United States,"November 12, 2019","Coming of Age, Drama, Sports"
s979,Movie,Johnny Tsunami,United States,"November 12, 2019","Coming of Age, Drama, Sports"
s980,Movie,Jonas Brothers: The Concert Experience,United States,"November 12, 2019","Concert Film, Documentary, Music"
s981,Movie,Journey to Shark Eden,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s982,Movie,Journey to the Center of the Earth,United States,"November 12, 2019","Action-Adventure, Family, Science Fiction"
s983,Movie,Jump In!,United States,"November 12, 2019","Coming of Age, Dance, Sports"
s984,Movie,Jumping Ship,"Australia, United States","November 12, 2019","Action-Adventure, Coming of Age"
s985,Movie,Jungle 2 Jungle,"United States, France","November 12, 2019","Comedy, Family"
s986,Movie,Jungle Cat,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s987,Movie,Kazaam,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s988,TV Show,Kickin' It,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s989,Movie,Kim Possible,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s990,Movie,Kim Possible Movie: So the Drama,United States,"November 12, 2019","Action-Adventure, Animation, Coming of Age"
s991,Movie,Kingdom of the Apes: Battle Lines,,"November 12, 2019","Animals & Nature, Documentary"
s992,Movie,Kingdom of the Blue Whale,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s993,TV Show,Kingdom of the White Wolf,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Docuseries"
s994,Movie,Kitbull,United States,"November 12, 2019","Animation, Buddy, Comedy"
s995,Movie,Knick Knack Theatrical Short,,"November 12, 2019","Animation, Family, Kids"
s996,Movie,Kronk's New Groove,United States,"November 12, 2019","Animation, Comedy, Coming of Age"
s997,Movie,La Luna,United States,"November 12, 2019","Animation, Coming of Age, Family"
s998,TV Show,Lab Rats,United States,"November 12, 2019","Action-Adventure, Comedy, Coming of Age"
s999,Movie,Lady and the Tramp,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1000,Movie,Lava,United States,"November 12, 2019","Animation, Family, Musical"
s1001,TV Show,LEGO Disney Frozen: Northern Lights (Shorts),United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1002,TV Show,LEGO Star Wars: All Stars,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1003,TV Show,LEGO Star Wars: All Stars (Shorts),,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1004,TV Show,LEGO Star Wars: Droid Tales,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1005,TV Show,LEGO Star Wars: Resistance Rises (Shorts),"United States, Denmark","November 12, 2019","Action-Adventure, Animation, Comedy"
s1006,TV Show,LEGO Star Wars: The Freemaker Adventures,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1007,TV Show,LEGO Star Wars: The Freemaker Adventures (Shorts),,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1008,Movie,LEGO Star Wars: The New Yoda Chronicles - Clash of the Skywalkers,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1009,Movie,LEGO Star Wars: The New Yoda Chronicles - Raid on Coruscant,"Denmark, China","November 12, 2019","Action-Adventure, Animation, Comedy"
s1010,Movie,LEGO Star Wars: The New Yoda Chronicles – Duel of the Skywalkers,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1011,Movie,LEGO Star Wars: The New Yoda Chronicles – Escape from the Jedi Temple,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1012,Movie,LEGO Star Wars: The New Yoda Chronicles – Race for the Holocrons,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1013,Movie,Lemonade Mouth,United States,"November 12, 2019","Coming of Age, Drama, Music"
s1014,Movie,Lend a Paw,United States,"November 12, 2019","Animation, Family, Kids"
s1015,Movie,Leroy & Stitch,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1016,Movie,Let it Shine,United States,"November 12, 2019","Coming of Age, Drama, Music"
s1017,Movie,Life is Ruff,United States,"November 12, 2019","Animals & Nature, Comedy, Coming of Age"
s1018,Movie,Life With Mikey,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s1019,Movie,Life-Size 2,United States,"November 12, 2019","Comedy, Coming of Age, Fantasy"
s1020,Movie,Lifted,United States,"November 12, 2019","Animation, Comedy, Family"
s1021,Movie,Lilo & Stitch,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1022,Movie,Lilo & Stitch 2: Stitch Has a Glitch,United States,"November 12, 2019","Animation, Comedy, Dance"
s1023,TV Show,Lizzie McGuire,United States,"November 12, 2019","Comedy, Coming of Age, Kids"
s1024,Movie,Lonesome Ghosts,United States,"November 12, 2019","Animation, Family, Kids"
s1025,TV Show,Lost Treasures of the Maya,"United States, Guatemala","November 12, 2019","Docuseries, Historical"
s1026,Movie,Lou,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1027,Movie,Luck of the Irish,United States,"November 12, 2019","Comedy, Coming of Age, Fantasy"
s1028,Movie,Luxo Jr.,United States,"November 12, 2019","Animation, Comedy, Family"
s1029,Movie,Magician Mickey,United States,"November 12, 2019","Animation, Comedy, Family"
s1030,Movie,Mail Dog,United States,"November 12, 2019","Animation, Comedy, Family"
s1031,Movie,Man Among Cheetahs,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1032,Movie,Mars: Inside SpaceX,United States,"November 12, 2019",Documentary
s1033,TV Show,Marvel Comics X-Men,"United States, Canada","November 12, 2019","Action-Adventure, Animation, Fantasy"
s1034,TV Show,Marvel Rising: Initiation (Shorts),United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1035,Movie,Marvel Rising: Secret Warriors,United States,"November 12, 2019","Action-Adventure, Animation, Coming of Age"
s1036,Movie,Marvel Studios: Assembling A Universe,United States,"November 12, 2019","Action-Adventure, Documentary, Superhero"
s1037,Movie,Marvel Studios: Expanding the Universe,,"November 12, 2019","Documentary, Family"
s1038,Movie,Marvel Studios' Ant-Man,United States,"November 12, 2019","Action-Adventure, Comedy, Science Fiction"
s1039,Movie,Marvel Studios' Avengers: Age of Ultron,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1040,Movie,Marvel Studios' Avengers: Endgame,United States,"November 12, 2019","Action-Adventure, Fantasy, Science Fiction"
s1041,Movie,Marvel Studios' Captain America: Civil War,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1042,Movie,Marvel Studios' Captain America: The First Avenger,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1043,Movie,Marvel Studios' Captain America: The Winter Soldier,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1044,Movie,Marvel Studios' Captain Marvel,"United States, Australia","November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1045,Movie,Marvel Studios' Doctor Strange,United States,"November 12, 2019","Action-Adventure, Fantasy, Superhero"
s1046,Movie,Marvel Studios' Guardians of the Galaxy,United States,"November 12, 2019","Action-Adventure, Comedy, Science Fiction"
s1047,Movie,Marvel Studios' Guardians of the Galaxy Vol. 2,United States,"November 12, 2019","Action-Adventure, Comedy, Science Fiction"
s1048,Movie,Marvel Studios' Iron Man,"United States, Canada","November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1049,Movie,Marvel Studios' Iron Man 2,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1050,Movie,Marvel Studios' Iron Man 3,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1051,Movie,Marvel Studios' The Avengers,United States,"November 12, 2019","Action-Adventure, Fantasy, Science Fiction"
s1052,Movie,Marvel Studios' Thor,United States,"November 12, 2019","Action-Adventure, Fantasy, Superhero"
s1053,Movie,Marvel Studios' Thor: The Dark World,United States,"November 12, 2019","Action-Adventure, Fantasy, Science Fiction"
s1054,TV Show,Marvel Ultimate Spider-Man,United States,"November 12, 2019","Action-Adventure, Animation, Fantasy"
s1055,TV Show,Marvel's Agent Carter,United States,"November 12, 2019","Action-Adventure, Science Fiction, Spy/Espionage"
s1056,TV Show,Marvel's Ant-Man (Shorts),United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1057,TV Show,Marvel's Avengers Assemble,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1058,TV Show,Marvel's Avengers: Secret Wars (Shorts),,"November 12, 2019","Action-Adventure, Animation, Kids"
s1059,TV Show,Marvel's Guardians of the Galaxy (Series),United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1060,TV Show,Marvel's Guardians of the Galaxy (Shorts),,"November 12, 2019","Action-Adventure, Animation, Kids"
s1061,TV Show,Marvel's Hero Project,United States,"November 12, 2019","Docuseries, Family"
s1062,TV Show,Marvel's Inhumans,United States,"November 12, 2019","Action-Adventure, Science Fiction, Superhero"
s1063,TV Show,Marvel's Rocket & Groot (Shorts),,"November 12, 2019","Action-Adventure, Animation, Buddy"
s1064,TV Show,Marvel's Ultimate Comics,,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1065,Movie,Mary Poppins,United States,"November 12, 2019","Family, Fantasy, Musical"
s1066,Movie,Mater and the Ghostlight,United States,"November 12, 2019","Animation, Comedy, Family"
s1067,Movie,Meet the Deedles,United States,"November 12, 2019","Buddy, Comedy"
s1068,Movie,Meet the Robinsons,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1069,Movie,Melody Time,United States,"November 12, 2019","Animation, Anthology, Family"
s1070,Movie,Mickey Down Under,United States,"November 12, 2019","Animation, Comedy, Family"
s1071,TV Show,Mickey Mouse (Shorts),United States,"November 12, 2019","Animation, Kids"
s1072,TV Show,Mickey Mouse Club (1955-59),United States,"November 12, 2019","Family, Variety"
s1073,Movie,"Mickey, Donald, Goofy: The Three Musketeers",United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1074,Movie,Mickey's Birthday Party,United States,"November 12, 2019","Animation, Comedy, Family"
s1075,Movie,Mickey's Christmas Carol,United States,"November 12, 2019","Animation, Comedy, Family"
s1076,Movie,Mickey's Delayed Date,United States,"November 12, 2019","Animation, Comedy, Family"
s1077,Movie,Mickey's Once Upon a Christmas,United States,"November 12, 2019","Animation, Anthology, Comedy"
s1078,Movie,Mickey's Rival,United States,"November 12, 2019","Animation, Comedy, Family"
s1079,Movie,Mickey's Trailer,United States,"November 12, 2019","Animation, Comedy, Family"
s1080,Movie,Mickey's Twice Upon a Christmas,United States,"November 12, 2019","Animation, Anthology, Comedy"
s1081,Movie,Mighty Joe Young,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Family"
s1082,Movie,Mike's New Car,United States,"November 12, 2019","Animation, Buddy, Comedy"
s1083,Movie,Minutemen,United States,"November 12, 2019","Action-Adventure, Comedy, Science Fiction"
s1084,Movie,Miracle,"Canada, United States","November 12, 2019","Drama, Historical, Sports"
s1085,Movie,Miracle at Midnight,United States,"November 12, 2019","Drama, Historical"
s1086,Movie,Miracle in Lane 2,United States,"November 12, 2019","Biographical, Drama, Sports"
s1087,Movie,Miracle Landing on the Hudson,United States,"November 12, 2019","Action-Adventure, Documentary"
s1088,Movie,Mission to the Sun,United States,"November 12, 2019",Documentary
s1089,Movie,Moana,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1090,Movie,Mom's Got a Date With a Vampire,"Canada, United States","November 12, 2019","Comedy, Fantasy"
s1091,Movie,Monsters University,United States,"November 12, 2019","Animation, Buddy, Comedy"
s1092,Movie,"Monsters, Inc.",United States,"November 12, 2019","Animation, Buddy, Comedy"
s1093,Movie,Motocrossed,United States,"November 12, 2019","Drama, Sports"
s1094,Movie,Mr. Boogedy,United States,"November 12, 2019","Comedy, Fantasy"
s1095,Movie,Mr. Duck Steps Out,United States,"November 12, 2019","Animation, Comedy, Family"
s1096,Movie,Mr. Mouse Takes a Trip,United States,"November 12, 2019","Animation, Comedy, Family"
s1097,Movie,Mulan II,"United States, South Korea, Singapore, Russia, Malaysia, Kazakhstan, Taiwan, Hong Kong, Japan, China, India, Syria, Iran, Egypt, Pakistan","November 12, 2019","Action-Adventure, Animation, Family"
s1098,TV Show,Muppet Moments (Shorts),United States,"November 12, 2019","Anthology, Comedy, Kids"
s1099,Movie,Muppet Treasure Island,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1100,Movie,Muppets Most Wanted,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1101,Movie,My Favorite Martian,United States,"November 12, 2019","Comedy, Science Fiction"
s1102,TV Show,My Friends Tigger & Pooh,United States,"November 12, 2019","Animation, Kids"
s1103,Movie,National Treasure: Book of Secrets,United States,"November 12, 2019","Action-Adventure, Mystery, Thriller"
s1104,Movie,Newsies,United States,"November 12, 2019","Coming of Age, Drama, Family"
s1105,Movie,Newsies: The Broadway Musical,United States,"November 12, 2019","Coming of Age, Drama, Family"
s1106,Movie,Noelle,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1107,Movie,Now You See It,United States,"November 12, 2019","Coming of Age, Fantasy"
s1108,Movie,Olaf's Frozen Adventure,United States,"November 12, 2019","Animation, Comedy, Family"
s1109,Movie,Old Yeller,United States,"November 12, 2019","Animals & Nature, Drama, Family"
s1110,Movie,Oliver & Company,United States,"November 12, 2019","Action-Adventure, Animation, Musical"
s1111,Movie,Once Upon a Mattress,United States,"November 12, 2019","Comedy, Family, Fantasy"
s1112,Movie,One Magic Christmas,"Canada, United States","November 12, 2019","Drama, Fantasy"
s1113,Movie,One Man Band,United States,"November 12, 2019","Animation, Comedy, Family"
s1114,Movie,Operation Dumbo Drop,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Comedy"
s1115,TV Show,Origins: The Journey of Humankind,United States,"November 12, 2019","Docuseries, Historical"
s1116,TV Show,Out of the Box,United States,"November 12, 2019",Kids
s1117,Movie,Paris To Pittsburgh,United States,"November 12, 2019",Documentary
s1118,Movie,Partly Cloudy,United States,"November 12, 2019","Animation, Comedy, Family"
s1119,Movie,Party Central,United States,"November 12, 2019","Animation, Comedy, Family"
s1120,Movie,Perri,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1121,Movie,Pete's Dragon,United States,"November 12, 2019","Action-Adventure, Family, Fantasy"
s1122,Movie,Peter Pan,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1123,Movie,Peter Pan: Return to Never Land,"United States, Canada, Australia","November 12, 2019","Action-Adventure, Animation, Family"
s1124,Movie,Phantom of the Megaplex,"United States, Canada","November 12, 2019","Comedy, Coming of Age"
s1125,TV Show,Phil of the Future,United States,"November 12, 2019","Comedy, Coming of Age, Kids"
s1126,TV Show,Phineas and Ferb,"United States, South Korea, China, Taiwan","November 12, 2019","Action-Adventure, Animation, Comedy"
s1127,Movie,Phineas and Ferb the Movie: Across the 2nd Dimension,"United States, Taiwan, China","November 12, 2019","Action-Adventure, Animation, Comedy"
s1128,Movie,Phineas and Ferb: Mission Marvel,,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1129,Movie,Piglet's Big Movie,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1130,Movie,Pinocchio,United States,"November 12, 2019","Animation, Family, Fantasy"
s1131,Movie,Piper,United States,"November 12, 2019","Animals & Nature, Animation, Family"
s1132,Movie,Pirates of the Caribbean: At World's End,United States,"November 12, 2019","Action-Adventure, Fantasy"
s1133,Movie,Pirates of the Caribbean: Dead Man's Chest,United States,"November 12, 2019","Action-Adventure, Fantasy"
s1134,Movie,Pirates of the Caribbean: The Curse of the Black Pearl,United States,"November 12, 2019","Action-Adventure, Fantasy"
s1135,TV Show,Pixar In Real Life,United States,"November 12, 2019","Anthology, Comedy, Family"
s1136,Movie,Pixel Perfect,United States,"November 12, 2019","Comedy, Coming of Age, Music"
s1137,Movie,Planet of the Birds,,"November 12, 2019","Animals & Nature, Documentary, Family"
s1138,Movie,Pluto and the Gopher,United States,"November 12, 2019","Animation, Comedy, Family"
s1139,Movie,Pluto's Christmas Tree,United States,"November 12, 2019","Animation, Family, Kids"
s1140,Movie,Pluto's Surprise Package,United States,"November 12, 2019","Animation, Comedy, Family"
s1141,Movie,Pluto's Sweater,United States,"November 12, 2019","Animation, Comedy, Family"
s1142,Movie,Pocahontas,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1143,Movie,Pocahontas II: Journey to a New World,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1144,Movie,Pollyanna,United States,"November 12, 2019","Coming of Age, Drama, Family"
s1145,Movie,Pooh's Grand Adventure: The Search for Christopher Robin,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1146,Movie,Pooh's Heffalump Movie,United States,"November 12, 2019","Action-Adventure, Animation, Kids"
s1147,Movie,Presto,United States,"November 12, 2019","Animation, Family, Kids"
s1148,Movie,Princess Protection Program,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s1149,Movie,Purl,United States,"November 12, 2019","Animation, Comedy, Family"
s1150,TV Show,Quack Pack,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1151,Movie,Queen of Katwe,United States,"November 12, 2019","Biographical, Drama, Sports"
s1152,Movie,Quints,"Canada, United States","November 12, 2019","Comedy, Coming of Age"
s1153,Movie,Ratatouille,United States,"November 12, 2019","Animation, Comedy, Family"
s1154,Movie,Read It and Weep,United States,"November 12, 2019","Comedy, Coming of Age, Drama"
s1155,Movie,Ready to Run,"United States, New Zealand","November 12, 2019","Animals & Nature, Coming of Age, Family"
s1156,Movie,Recess: All Growed Down,United States,"November 12, 2019","Animation, Comedy, Family"
s1157,Movie,Recess: School's Out,"United States, Japan","November 12, 2019","Animation, Comedy, Family"
s1158,Movie,Recess: Taking the 5th Grade,United States,"November 12, 2019","Animation, Comedy, Family"
s1159,Movie,Red's Dream,United States,"November 12, 2019","Animation, Drama, Family"
s1160,Movie,Remember the Titans,United States,"November 12, 2019","Drama, Historical, Sports"
s1161,Movie,Rescue Dog,United States,"November 12, 2019","Animation, Comedy, Family"
s1162,Movie,Return from Witch Mountain,United States,"November 12, 2019","Action-Adventure, Family, Science Fiction"
s1163,Movie,Return to Halloweentown,United States,"November 12, 2019","Family, Fantasy"
s1164,Movie,Return to Oz,"United Kingdom, United States","November 12, 2019","Action-Adventure, Family, Fantasy"
s1165,Movie,Richie Rich's Christmas Wish,United States,"November 12, 2019","Action-Adventure, Comedy, Family"
s1166,Movie,Right on Track,United States,"November 12, 2019","Buddy, Family, Sports"
s1167,Movie,Riley’s First Date?,United States,"November 12, 2019","Animation, Comedy, Coming of Age"
s1168,Movie,Rip Girls,"Australia, United States","November 12, 2019","Coming of Age, Drama"
s1169,Movie,Robin Hood,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1170,TV Show,Rocky Mountain Animal Rescue,United States,"November 12, 2019","Animals & Nature, Docuseries, Family"
s1171,Movie,Rogue One: A Star Wars Story,United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1172,Movie,Roving Mars,United States,"November 12, 2019","Documentary, Family"
s1173,Movie,Ruby Bridges,United States,"November 12, 2019","Biographical, Drama, Historical"
s1174,Movie,Sacred Planet,"Canada, Malaysia, United States","November 12, 2019","Animals & Nature, Documentary, Family"
s1175,Movie,Saludos Amigos,United States,"November 12, 2019","Animation, Comedy, Family"
s1176,Movie,"Sammy, The Way-Out Seal",United States,"November 12, 2019","Animals & Nature, Comedy, Family"
s1177,Movie,Sanjay's Super Team,United States,"November 12, 2019","Action-Adventure, Animation, Family"
s1178,Movie,Santa Paws 2: The Santa Pups,United States,"November 12, 2019","Fantasy, Musical"
s1179,Movie,Santa's Workshop,United States,"November 12, 2019","Animation, Family, Fantasy"
s1180,Movie,Saving Mr. Banks,"United States, United Kingdom, Australia","November 12, 2019","Biographical, Drama, Historical"
s1181,Movie,Science Fair,United States,"November 12, 2019","Documentary, Family"
s1182,Movie,Sea of Hope: America's Underwater Treasures,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s1183,Movie,Secret of The Wings,"United States, India, United Kingdom","November 12, 2019","Animation, Fantasy, Kids"
s1184,Movie,Secretariat,United States,"November 12, 2019","Animals & Nature, Biographical, Drama"
s1185,Movie,Secrets of Christ's Tomb: Explorer Special,United States,"November 12, 2019","Documentary, Historical"
s1186,Movie,Secrets of Life,United States,"November 12, 2019","Animals & Nature, Documentary, Family"
s1187,Movie,Secrets of the King Cobra,India,"November 12, 2019","Animals & Nature, Documentary"
s1188,TV Show,Shake It Up,United States,"November 12, 2019","Buddy, Comedy, Coming of Age"
s1189,Movie,Sharks of Lost Island,United States,"November 12, 2019","Action-Adventure, Animals & Nature, Documentary"
s1190,Movie,Sharpay's Fabulous Adventure,United States,"November 12, 2019","Comedy, Coming of Age, Music"
s1191,Movie,Shipwrecked,"Norway, Sweden, United States","November 12, 2019","Action-Adventure, Coming of Age, Family"
s1192,TV Show,Silver Surfer,"United States, Canada","November 12, 2019","Action-Adventure, Animation, Kids"
s1193,Movie,Simpsons Movie,United States,"November 12, 2019","Action-Adventure, Animation, Comedy"
s1194,Movie,Sister Act,United States,"November 12, 2019","Comedy, Crime, Family"
s1195,Movie,Sister Act 2: Back in the Habit,United States,"November 12, 2019","Comedy, Family, Music"
s1196,Movie,Skyrunners,United States,"November 12, 2019","Action-Adventure, Science Fiction"
s1197,Movie,Sleeping Beauty,United States,"November 12, 2019","Animation, Family, Fantasy"
