Datum,Ort,Produkt,Anzahl
2023-06-22,Weimar,HealthHub,0
2023-06-22,Weimar,QuantumStorage,1018
2023-06-22,Weimar,LearningSphere,0
2023-06-22,Weimar,AutoPilot,822
2023-06-23,Erfurt,SmartDesk,565
2023-06-23,Erfurt,HealthHub,1504
2023-06-23,Erfurt,QuantumStorage,834
2023-06-23,Erfurt,LearningSphere,431
2023-06-23,Erfurt,AutoPilot,681
2023-06-23,Ilmenau,SmartDesk,333
2023-06-23,Ilmenau,HealthHub,543
2023-06-23,Ilmenau,QuantumStorage,0
2023-06-23,Ilmenau,LearningSphere,268
2023-06-23,Ilmenau,AutoPilot,449
2023-06-23,Jena,SmartDesk,588
2023-06-23,Jena,HealthHub,667
2023-06-23,Jena,QuantumStorage,297
2023-06-23,Jena,LearningSphere,1314
2023-06-23,Jena,AutoPilot,843
2023-06-23,Weimar,SmartDesk,0
2023-06-23,Weimar,HealthHub,0
2023-06-23,Weimar,QuantumStorage,683
2023-06-23,Weimar,LearningSphere,0
2023-06-23,Weimar,AutoPilot,565
2023-06-24,Erfurt,SmartDesk,0
2023-06-24,Erfurt,HealthHub,0
2023-06-24,Erfurt,QuantumStorage,0
2023-06-24,Erfurt,LearningSphere,0
2023-06-24,Erfurt,AutoPilot,0
2023-06-24,Ilmenau,SmartDesk,0
2023-06-24,Ilmenau,HealthHub,0
2023-06-24,Ilmenau,QuantumStorage,0
2023-06-24,Ilmenau,LearningSphere,0
2023-06-24,Ilmenau,AutoPilot,0
2023-06-24,Jena,SmartDesk,0
2023-06-24,Jena,HealthHub,0
2023-06-24,Jena,QuantumStorage,0
2023-06-24,Jena,LearningSphere,0
2023-06-24,Jena,AutoPilot,0
2023-06-24,Weimar,SmartDesk,0
2023-06-24,Weimar,HealthHub,0
2023-06-24,Weimar,QuantumStorage,0
2023-06-24,Weimar,LearningSphere,0
2023-06-24,Weimar,AutoPilot,0
2023-06-25,Erfurt,SmartDesk,0
2023-06-25,Erfurt,HealthHub,0
2023-06-25,Erfurt,QuantumStorage,0
2023-06-25,Erfurt,LearningSphere,0
2023-06-25,Erfurt,AutoPilot,0
2023-06-25,Ilmenau,SmartDesk,0
2023-06-25,Ilmenau,HealthHub,0
2023-06-25,Ilmenau,QuantumStorage,0
2023-06-25,Ilmenau,LearningSphere,0
2023-06-25,Ilmenau,AutoPilot,0
2023-06-25,Jena,SmartDesk,0
2023-06-25,Jena,HealthHub,0
2023-06-25,Jena,QuantumStorage,0
2023-06-25,Jena,LearningSphere,0
2023-06-25,Jena,AutoPilot,0
2023-06-25,Weimar,SmartDesk,0
2023-06-25,Weimar,HealthHub,0
2023-06-25,Weimar,QuantumStorage,0
2023-06-25,Weimar,LearningSphere,0
2023-06-25,Weimar,AutoPilot,0
2023-06-26,Erfurt,SmartDesk,795
2023-06-26,Erfurt,HealthHub,1955
2023-06-26,Erfurt,QuantumStorage,1040
2023-06-26,Erfurt,LearningSphere,658
2023-06-26,Erfurt,AutoPilot,1008
2023-06-26,Ilmenau,SmartDesk,535
2023-06-26,Ilmenau,HealthHub,759
2023-06-26,Ilmenau,QuantumStorage,0
2023-06-26,Ilmenau,LearningSphere,455
2023-06-26,Ilmenau,AutoPilot,652
2023-06-26,Jena,SmartDesk,950
2023-06-26,Jena,HealthHub,1131
2023-06-26,Jena,QuantumStorage,417
2023-06-26,Jena,LearningSphere,1452
2023-06-26,Jena,AutoPilot,1025
2023-06-26,Weimar,SmartDesk,0
2023-06-26,Weimar,HealthHub,0
2023-06-26,Weimar,QuantumStorage,1011
2023-06-26,Weimar,LearningSphere,0
2023-06-26,Weimar,AutoPilot,795
2023-06-27,Erfurt,SmartDesk,628
2023-06-27,Erfurt,HealthHub,1147
2023-06-27,Erfurt,QuantumStorage,612
2023-06-27,Erfurt,LearningSphere,476
2023-06-27,Erfurt,AutoPilot,737
2023-06-27,Ilmenau,SmartDesk,307
2023-06-27,Ilmenau,HealthHub,474
2023-06-27,Ilmenau,QuantumStorage,0
2023-06-27,Ilmenau,LearningSphere,293
2023-06-27,Ilmenau,AutoPilot,456
2023-06-27,Jena,SmartDesk,505
2023-06-27,Jena,HealthHub,681
2023-06-27,Jena,QuantumStorage,296
2023-06-27,Jena,LearningSphere,1021
2023-06-27,Jena,AutoPilot,666
2023-06-27,Weimar,SmartDesk,0
2023-06-27,Weimar,HealthHub,0
2023-06-27,Weimar,QuantumStorage,592
2023-06-27,Weimar,LearningSphere,0
2023-06-27,Weimar,AutoPilot,628
2023-06-28,Erfurt,SmartDesk,567
2023-06-28,Erfurt,HealthHub,1574
2023-06-28,Erfurt,QuantumStorage,854
2023-06-28,Erfurt,LearningSphere,545
2023-06-28,Erfurt,AutoPilot,848
2023-06-28,Ilmenau,SmartDesk,388
2023-06-28,Ilmenau,HealthHub,711
2023-06-28,Ilmenau,QuantumStorage,0
2023-06-28,Ilmenau,LearningSphere,310
2023-06-28,Ilmenau,AutoPilot,468
2023-06-28,Jena,SmartDesk,747
2023-06-28,Jena,HealthHub,900
2023-06-28,Jena,QuantumStorage,339
2023-06-28,Jena,LearningSphere,1205
2023-06-28,Jena,AutoPilot,964
2023-06-28,Weimar,SmartDesk,0
2023-06-28,Weimar,HealthHub,0
2023-06-28,Weimar,QuantumStorage,822
2023-06-28,Weimar,LearningSphere,0
2023-06-28,Weimar,AutoPilot,567
2023-06-29,Erfurt,SmartDesk,673
2023-06-29,Erfurt,HealthHub,1614
2023-06-29,Erfurt,QuantumStorage,911
2023-06-29,Erfurt,LearningSphere,548
2023-06-29,Erfurt,AutoPilot,939
2023-06-29,Ilmenau,SmartDesk,436
2023-06-29,Ilmenau,HealthHub,782
2023-06-29,Ilmenau,QuantumStorage,0
2023-06-29,Ilmenau,LearningSphere,367
2023-06-29,Ilmenau,AutoPilot,660
2023-06-29,Jena,SmartDesk,787
2023-06-29,Jena,HealthHub,877
2023-06-29,Jena,QuantumStorage,407
2023-06-29,Jena,LearningSphere,1516
2023-06-29,Jena,AutoPilot,1046
2023-06-29,Weimar,SmartDesk,0
2023-06-29,Weimar,HealthHub,0
2023-06-29,Weimar,QuantumStorage,843
2023-06-29,Weimar,LearningSphere,0
2023-06-29,Weimar,AutoPilot,673
2023-06-30,Erfurt,SmartDesk,596
2023-06-30,Erfurt,HealthHub,1224
2023-06-30,Erfurt,QuantumStorage,802
2023-06-30,Erfurt,LearningSphere,444
2023-06-30,Erfurt,AutoPilot,599
2023-06-30,Ilmenau,SmartDesk,418
2023-06-30,Ilmenau,HealthHub,550
2023-06-30,Ilmenau,QuantumStorage,0
2023-06-30,Ilmenau,LearningSphere,310
2023-06-30,Ilmenau,AutoPilot,487
2023-06-30,Jena,SmartDesk,598
2023-06-30,Jena,HealthHub,781
2023-06-30,Jena,QuantumStorage,294
2023-06-30,Jena,LearningSphere,1240
2023-06-30,Jena,AutoPilot,854
2023-06-30,Weimar,SmartDesk,0
2023-06-30,Weimar,HealthHub,0
2023-06-30,Weimar,QuantumStorage,683
2023-06-30,Weimar,LearningSphere,0
2023-06-30,Weimar,AutoPilot,596
2023-07-01,Erfurt,SmartDesk,0
2023-07-01,Erfurt,HealthHub,0
2023-07-01,Erfurt,QuantumStorage,0
2023-07-01,Erfurt,LearningSphere,0
2023-07-01,Erfurt,AutoPilot,0
2023-07-01,Ilmenau,SmartDesk,0
2023-07-01,Ilmenau,HealthHub,0
2023-07-01,Ilmenau,QuantumStorage,0
2023-07-01,Ilmenau,LearningSphere,0
2023-07-01,Ilmenau,AutoPilot,0
2023-07-01,Jena,SmartDesk,0
2023-07-01,Jena,HealthHub,0
2023-07-01,Jena,QuantumStorage,0
2023-07-01,Jena,LearningSphere,0
2023-07-01,Jena,AutoPilot,0
2023-07-01,Weimar,SmartDesk,0
2023-07-01,Weimar,HealthHub,0
2023-07-01,Weimar,QuantumStorage,0
2023-07-01,Weimar,LearningSphere,0
2023-07-01,Weimar,AutoPilot,0
2023-07-02,Erfurt,SmartDesk,0
2023-07-02,Erfurt,HealthHub,0
2023-07-02,Erfurt,QuantumStorage,0
2023-07-02,Erfurt,LearningSphere,0
2023-07-02,Erfurt,AutoPilot,0
2023-07-02,Ilmenau,SmartDesk,0
2023-07-02,Ilmenau,HealthHub,0
2023-07-02,Ilmenau,QuantumStorage,0
2023-07-02,Ilmenau,LearningSphere,0
2023-07-02,Ilmenau,AutoPilot,0
2023-07-02,Jena,SmartDesk,0
2023-07-02,Jena,HealthHub,0
2023-07-02,Jena,QuantumStorage,0
2023-07-02,Jena,LearningSphere,0
2023-07-02,Jena,AutoPilot,0
2023-07-02,Weimar,SmartDesk,0
2023-07-02,Weimar,HealthHub,0
2023-07-02,Weimar,QuantumStorage,0
2023-07-02,Weimar,LearningSphere,0
2023-07-02,Weimar,AutoPilot,0
2023-07-03,Erfurt,SmartDesk,809
2023-07-03,Erfurt,HealthHub,1732
2023-07-03,Erfurt,QuantumStorage,1074
2023-07-03,Erfurt,LearningSphere,578
2023-07-03,Erfurt,AutoPilot,1010
2023-07-03,Ilmenau,SmartDesk,543
2023-07-03,Ilmenau,HealthHub,834
2023-07-03,Ilmenau,QuantumStorage,0
2023-07-03,Ilmenau,LearningSphere,425
2023-07-03,Ilmenau,AutoPilot,717
2023-07-03,Jena,SmartDesk,807
2023-07-03,Jena,HealthHub,1024
2023-07-03,Jena,QuantumStorage,479
2023-07-03,Jena,LearningSphere,1606
2023-07-03,Jena,AutoPilot,1054
2023-07-03,Weimar,SmartDesk,0
2023-07-03,Weimar,HealthHub,0
2023-07-03,Weimar,QuantumStorage,928
2023-07-03,Weimar,LearningSphere,0
2023-07-03,Weimar,AutoPilot,809
2023-07-04,Erfurt,SmartDesk,623
2023-07-04,Erfurt,HealthHub,1204
2023-07-04,Erfurt,QuantumStorage,823
2023-07-04,Erfurt,LearningSphere,448
2023-07-04,Erfurt,AutoPilot,662
2023-07-04,Ilmenau,SmartDesk,322
2023-07-04,Ilmenau,HealthHub,564
2023-07-04,Ilmenau,QuantumStorage,0
2023-07-04,Ilmenau,LearningSphere,313
2023-07-04,Ilmenau,AutoPilot,426
2023-07-04,Jena,SmartDesk,583
2023-07-04,Jena,HealthHub,804
2023-07-04,Jena,QuantumStorage,254
2023-07-04,Jena,LearningSphere,921
2023-07-04,Jena,AutoPilot,774
2023-07-04,Weimar,SmartDesk,0
2023-07-04,Weimar,HealthHub,0
2023-07-04,Weimar,QuantumStorage,654
2023-07-04,Weimar,LearningSphere,0
2023-07-04,Weimar,AutoPilot,623
2023-07-05,Erfurt,SmartDesk,596
2023-07-05,Erfurt,HealthHub,1638
2023-07-05,Erfurt,QuantumStorage,809
2023-07-05,Erfurt,LearningSphere,550
2023-07-05,Erfurt,AutoPilot,785
2023-07-05,Ilmenau,SmartDesk,399
2023-07-05,Ilmenau,HealthHub,702
2023-07-05,Ilmenau,QuantumStorage,0
2023-07-05,Ilmenau,LearningSphere,290
2023-07-05,Ilmenau,AutoPilot,522
2023-07-05,Jena,SmartDesk,698
2023-07-05,Jena,HealthHub,873
2023-07-05,Jena,QuantumStorage,362
2023-07-05,Jena,LearningSphere,1185
2023-07-05,Jena,AutoPilot,997
2023-07-05,Weimar,SmartDesk,0
2023-07-05,Weimar,HealthHub,0
2023-07-05,Weimar,QuantumStorage,760
2023-07-05,Weimar,LearningSphere,0
2023-07-05,Weimar,AutoPilot,596
2023-07-06,Erfurt,SmartDesk,710
2023-07-06,Erfurt,HealthHub,1708
2023-07-06,Erfurt,QuantumStorage,986
2023-07-06,Erfurt,LearningSphere,590
2023-07-06,Erfurt,AutoPilot,978
2023-07-06,Ilmenau,SmartDesk,492
2023-07-06,Ilmenau,HealthHub,659
2023-07-06,Ilmenau,QuantumStorage,0
2023-07-06,Ilmenau,LearningSphere,343
2023-07-06,Ilmenau,AutoPilot,524
2023-07-06,Jena,SmartDesk,771
2023-07-06,Jena,HealthHub,923
2023-07-06,Jena,QuantumStorage,379
2023-07-06,Jena,LearningSphere,1357
2023-07-06,Jena,AutoPilot,1002
2023-07-06,Weimar,SmartDesk,0
2023-07-06,Weimar,HealthHub,0
2023-07-06,Weimar,QuantumStorage,963
2023-07-06,Weimar,LearningSphere,0
2023-07-06,Weimar,AutoPilot,710
2023-07-07,Erfurt,SmartDesk,609
2023-07-07,Erfurt,HealthHub,1351
2023-07-07,Erfurt,QuantumStorage,688
2023-07-07,Erfurt,LearningSphere,455
2023-07-07,Erfurt,AutoPilot,800
2023-07-07,Ilmenau,SmartDesk,327
2023-07-07,Ilmenau,HealthHub,591
2023-07-07,Ilmenau,QuantumStorage,0
2023-07-07,Ilmenau,LearningSphere,305
2023-07-07,Ilmenau,AutoPilot,465
2023-07-07,Jena,SmartDesk,662
2023-07-07,Jena,HealthHub,795
2023-07-07,Jena,QuantumStorage,332
2023-07-07,Jena,LearningSphere,1026
2023-07-07,Jena,AutoPilot,792
2023-07-07,Weimar,SmartDesk,0
2023-07-07,Weimar,HealthHub,0
2023-07-07,Weimar,QuantumStorage,715
2023-07-07,Weimar,LearningSphere,0
2023-07-07,Weimar,AutoPilot,609
2023-07-08,Erfurt,SmartDesk,0
2023-07-08,Erfurt,HealthHub,0
2023-07-08,Erfurt,QuantumStorage,0
2023-07-08,Erfurt,LearningSphere,0
2023-07-08,Erfurt,AutoPilot,0
2023-07-08,Ilmenau,SmartDesk,0
2023-07-08,Ilmenau,HealthHub,0
2023-07-08,Ilmenau,QuantumStorage,0
2023-07-08,Ilmenau,LearningSphere,0
2023-07-08,Ilmenau,AutoPilot,0
2023-07-08,Jena,SmartDesk,0
2023-07-08,Jena,HealthHub,0
2023-07-08,Jena,QuantumStorage,0
2023-07-08,Jena,LearningSphere,0
2023-07-08,Jena,AutoPilot,0
2023-07-08,Weimar,SmartDesk,0
2023-07-08,Weimar,HealthHub,0
2023-07-08,Weimar,QuantumStorage,0
2023-07-08,Weimar,LearningSphere,0
2023-07-08,Weimar,AutoPilot,0
2023-07-09,Erfurt,SmartDesk,0
2023-07-09,Erfurt,HealthHub,0
2023-07-09,Erfurt,QuantumStorage,0
2023-07-09,Erfurt,LearningSphere,0
2023-07-09,Erfurt,AutoPilot,0
2023-07-09,Ilmenau,SmartDesk,0
2023-07-09,Ilmenau,HealthHub,0
2023-07-09,Ilmenau,QuantumStorage,0
2023-07-09,Ilmenau,LearningSphere,0
2023-07-09,Ilmenau,AutoPilot,0
2023-07-09,Jena,SmartDesk,0
2023-07-09,Jena,HealthHub,0
2023-07-09,Jena,QuantumStorage,0
2023-07-09,Jena,LearningSphere,0
2023-07-09,Jena,AutoPilot,0
2023-07-09,Weimar,SmartDesk,0
2023-07-09,Weimar,HealthHub,0
2023-07-09,Weimar,QuantumStorage,0
2023-07-09,Weimar,LearningSphere,0
2023-07-09,Weimar,AutoPilot,0
2023-07-10,Erfurt,SmartDesk,883
2023-07-10,Erfurt,HealthHub,1963
2023-07-10,Erfurt,QuantumStorage,1050
2023-07-10,Erfurt,LearningSphere,655
2023-07-10,Erfurt,AutoPilot,992
2023-07-10,Ilmenau,SmartDesk,492
2023-07-10,Ilmenau,HealthHub,769
2023-07-10,Ilmenau,QuantumStorage,0
2023-07-10,Ilmenau,LearningSphere,459
2023-07-10,Ilmenau,AutoPilot,630
2023-07-10,Jena,SmartDesk,820
2023-07-10,Jena,HealthHub,1192
2023-07-10,Jena,QuantumStorage,387
2023-07-10,Jena,LearningSphere,1558
2023-07-10,Jena,AutoPilot,1262
2023-07-10,Weimar,SmartDesk,0
2023-07-10,Weimar,HealthHub,0
2023-07-10,Weimar,QuantumStorage,1101
2023-07-10,Weimar,LearningSphere,0
2023-07-10,Weimar,AutoPilot,883
2023-07-11,Erfurt,SmartDesk,566
2023-07-11,Erfurt,HealthHub,1499
2023-07-11,Erfurt,QuantumStorage,765
2023-07-11,Erfurt,LearningSphere,378
2023-07-11,Erfurt,AutoPilot,555
2023-07-11,Ilmenau,SmartDesk,326
2023-07-11,Ilmenau,HealthHub,634
2023-07-11,Ilmenau,QuantumStorage,0
2023-07-11,Ilmenau,LearningSphere,289
2023-07-11,Ilmenau,AutoPilot,471
2023-07-11,Jena,SmartDesk,668
2023-07-11,Jena,HealthHub,589
2023-07-11,Jena,QuantumStorage,330
2023-07-11,Jena,LearningSphere,905
2023-07-11,Jena,AutoPilot,690
2023-07-11,Weimar,SmartDesk,0
2023-07-11,Weimar,HealthHub,0
2023-07-11,Weimar,QuantumStorage,611
2023-07-11,Weimar,LearningSphere,0
2023-07-11,Weimar,AutoPilot,566
2023-07-12,Erfurt,SmartDesk,721
2023-07-12,Erfurt,HealthHub,1588
2023-07-12,Erfurt,QuantumStorage,890
2023-07-12,Erfurt,LearningSphere,505
2023-07-12,Erfurt,AutoPilot,735
2023-07-12,Ilmenau,SmartDesk,412
2023-07-12,Ilmenau,HealthHub,735
2023-07-12,Ilmenau,QuantumStorage,0
2023-07-12,Ilmenau,LearningSphere,304
2023-07-12,Ilmenau,AutoPilot,471
2023-07-12,Jena,SmartDesk,739
2023-07-12,Jena,HealthHub,835
2023-07-12,Jena,QuantumStorage,324
2023-07-12,Jena,LearningSphere,1295
2023-07-12,Jena,AutoPilot,865
2023-07-12,Weimar,SmartDesk,0
2023-07-12,Weimar,HealthHub,0
2023-07-12,Weimar,QuantumStorage,740
2023-07-12,Weimar,LearningSphere,0
2023-07-12,Weimar,AutoPilot,721
2023-07-13,Erfurt,SmartDesk,717
2023-07-13,Erfurt,HealthHub,1930
2023-07-13,Erfurt,QuantumStorage,965
2023-07-13,Erfurt,LearningSphere,555
2023-07-13,Erfurt,AutoPilot,918
2023-07-13,Ilmenau,SmartDesk,448
2023-07-13,Ilmenau,HealthHub,735
2023-07-13,Ilmenau,QuantumStorage,0
2023-07-13,Ilmenau,LearningSphere,347
2023-07-13,Ilmenau,AutoPilot,538
2023-07-13,Jena,SmartDesk,862
2023-07-13,Jena,HealthHub,973
2023-07-13,Jena,QuantumStorage,434
2023-07-13,Jena,LearningSphere,1527
2023-07-13,Jena,AutoPilot,1015
2023-07-13,Weimar,SmartDesk,0
2023-07-13,Weimar,HealthHub,0
2023-07-13,Weimar,QuantumStorage,801
2023-07-13,Weimar,LearningSphere,0
2023-07-13,Weimar,AutoPilot,717
2023-07-14,Erfurt,SmartDesk,606
2023-07-14,Erfurt,HealthHub,1306
2023-07-14,Erfurt,QuantumStorage,839
2023-07-14,Erfurt,LearningSphere,429
2023-07-14,Erfurt,AutoPilot,728
2023-07-14,Ilmenau,SmartDesk,373
2023-07-14,Ilmenau,HealthHub,525
2023-07-14,Ilmenau,QuantumStorage,0
2023-07-14,Ilmenau,LearningSphere,278
2023-07-14,Ilmenau,AutoPilot,475
2023-07-14,Jena,SmartDesk,679
2023-07-14,Jena,HealthHub,851
2023-07-14,Jena,QuantumStorage,303
2023-07-14,Jena,LearningSphere,1250
2023-07-14,Jena,AutoPilot,845
2023-07-14,Weimar,SmartDesk,0
2023-07-14,Weimar,HealthHub,0
2023-07-14,Weimar,QuantumStorage,723
2023-07-14,Weimar,LearningSphere,0
2023-07-14,Weimar,AutoPilot,606
2023-07-15,Erfurt,SmartDesk,0
2023-07-15,Erfurt,HealthHub,0
2023-07-15,Erfurt,QuantumStorage,0
2023-07-15,Erfurt,LearningSphere,0
2023-07-15,Erfurt,AutoPilot,0
2023-07-15,Ilmenau,SmartDesk,0
2023-07-15,Ilmenau,HealthHub,0
2023-07-15,Ilmenau,QuantumStorage,0
2023-07-15,Ilmenau,LearningSphere,0
2023-07-15,Ilmenau,AutoPilot,0
2023-07-15,Jena,SmartDesk,0
2023-07-15,Jena,HealthHub,0
2023-07-15,Jena,QuantumStorage,0
2023-07-15,Jena,LearningSphere,0
2023-07-15,Jena,AutoPilot,0
2023-07-15,Weimar,SmartDesk,0
2023-07-15,Weimar,HealthHub,0
2023-07-15,Weimar,QuantumStorage,0
2023-07-15,Weimar,LearningSphere,0
2023-07-15,Weimar,AutoPilot,0
2023-07-16,Erfurt,SmartDesk,0
2023-07-16,Erfurt,HealthHub,0
2023-07-16,Erfurt,QuantumStorage,0
2023-07-16,Erfurt,LearningSphere,0
2023-07-16,Erfurt,AutoPilot,0
2023-07-16,Ilmenau,SmartDesk,0
2023-07-16,Ilmenau,HealthHub,0
2023-07-16,Ilmenau,QuantumStorage,0
2023-07-16,Ilmenau,LearningSphere,0
2023-07-16,Ilmenau,AutoPilot,0
2023-07-16,Jena,SmartDesk,0
2023-07-16,Jena,HealthHub,0
2023-07-16,Jena,QuantumStorage,0
2023-07-16,Jena,LearningSphere,0
2023-07-16,Jena,AutoPilot,0
2023-07-16,Weimar,SmartDesk,0
2023-07-16,Weimar,HealthHub,0
2023-07-16,Weimar,QuantumStorage,0
2023-07-16,Weimar,LearningSphere,0
2023-07-16,Weimar,AutoPilot,0
2023-07-17,Erfurt,SmartDesk,889
2023-07-17,Erfurt,HealthHub,2154
2023-07-17,Erfurt,QuantumStorage,977
2023-07-17,Erfurt,LearningSphere,679
2023-07-17,Erfurt,AutoPilot,1036
2023-07-17,Ilmenau,SmartDesk,554
2023-07-17,Ilmenau,HealthHub,810
2023-07-17,Ilmenau,QuantumStorage,0
2023-07-17,Ilmenau,LearningSphere,401
2023-07-17,Ilmenau,AutoPilot,622
2023-07-17,Jena,SmartDesk,927
2023-07-17,Jena,HealthHub,1165
2023-07-17,Jena,QuantumStorage,391
2023-07-17,Jena,LearningSphere,1470
2023-07-17,Jena,AutoPilot,1059
2023-07-17,Weimar,SmartDesk,0
2023-07-17,Weimar,HealthHub,0
2023-07-17,Weimar,QuantumStorage,900
2023-07-17,Weimar,LearningSphere,0
2023-07-17,Weimar,AutoPilot,889
2023-07-18,Erfurt,SmartDesk,581
2023-07-18,Erfurt,HealthHub,1305
2023-07-18,Erfurt,QuantumStorage,684
2023-07-18,Erfurt,LearningSphere,399
2023-07-18,Erfurt,AutoPilot,564
2023-07-18,Ilmenau,SmartDesk,334
2023-07-18,Ilmenau,HealthHub,579
2023-07-18,Ilmenau,QuantumStorage,0
2023-07-18,Ilmenau,LearningSphere,315
2023-07-18,Ilmenau,AutoPilot,427
2023-07-18,Jena,SmartDesk,522
2023-07-18,Jena,HealthHub,675
2023-07-18,Jena,QuantumStorage,255
2023-07-18,Jena,LearningSphere,1054
2023-07-18,Jena,AutoPilot,861
2023-07-18,Weimar,SmartDesk,0
2023-07-18,Weimar,HealthHub,0
2023-07-18,Weimar,QuantumStorage,673
2023-07-18,Weimar,LearningSphere,0
2023-07-18,Weimar,AutoPilot,581
2023-07-19,Erfurt,SmartDesk,633
2023-07-19,Erfurt,HealthHub,1527
2023-07-19,Erfurt,QuantumStorage,855
2023-07-19,Erfurt,LearningSphere,493
2023-07-19,Erfurt,AutoPilot,806
2023-07-19,Ilmenau,SmartDesk,437
2023-07-19,Ilmenau,HealthHub,716
2023-07-19,Ilmenau,QuantumStorage,0
2023-07-19,Ilmenau,LearningSphere,309
2023-07-19,Ilmenau,AutoPilot,558
2023-07-19,Jena,SmartDesk,652
2023-07-19,Jena,HealthHub,857
2023-07-19,Jena,QuantumStorage,374
2023-07-19,Jena,LearningSphere,1148
2023-07-19,Jena,AutoPilot,864
2023-07-19,Weimar,SmartDesk,0
2023-07-19,Weimar,HealthHub,0
2023-07-19,Weimar,QuantumStorage,810
2023-07-19,Weimar,LearningSphere,0
2023-07-19,Weimar,AutoPilot,633
2023-07-20,Erfurt,SmartDesk,731
2023-07-20,Erfurt,HealthHub,1920
2023-07-20,Erfurt,QuantumStorage,927
2023-07-20,Erfurt,LearningSphere,590
2023-07-20,Erfurt,AutoPilot,966
2023-07-20,Ilmenau,SmartDesk,440
2023-07-20,Ilmenau,HealthHub,851
2023-07-20,Ilmenau,QuantumStorage,0
2023-07-20,Ilmenau,LearningSphere,404
2023-07-20,Ilmenau,AutoPilot,538
2023-07-20,Jena,SmartDesk,849
2023-07-20,Jena,HealthHub,1095
2023-07-20,Jena,QuantumStorage,363
2023-07-20,Jena,LearningSphere,1331
2023-07-20,Jena,AutoPilot,969
2023-07-20,Weimar,SmartDesk,0
2023-07-20,Weimar,HealthHub,0
2023-07-20,Weimar,QuantumStorage,934
2023-07-20,Weimar,LearningSphere,0
2023-07-20,Weimar,AutoPilot,731
2023-07-21,Erfurt,SmartDesk,626
2023-07-21,Erfurt,HealthHub,1486
2023-07-21,Erfurt,QuantumStorage,767
2023-07-21,Erfurt,LearningSphere,448
2023-07-21,Erfurt,AutoPilot,592
2023-07-21,Ilmenau,SmartDesk,421
2023-07-21,Ilmenau,HealthHub,595
2023-07-21,Ilmenau,QuantumStorage,0
2023-07-21,Ilmenau,LearningSphere,246
2023-07-21,Ilmenau,AutoPilot,435
2023-07-21,Jena,SmartDesk,736
2023-07-21,Jena,HealthHub,801
2023-07-21,Jena,QuantumStorage,285
2023-07-21,Jena,LearningSphere,1272
2023-07-21,Jena,AutoPilot,867
2023-07-21,Weimar,SmartDesk,0
2023-07-21,Weimar,HealthHub,0
2023-07-21,Weimar,QuantumStorage,651
2023-07-21,Weimar,LearningSphere,0
2023-07-21,Weimar,AutoPilot,626
2023-07-22,Erfurt,SmartDesk,0
2023-07-22,Erfurt,HealthHub,0
2023-07-22,Erfurt,QuantumStorage,0
2023-07-22,Erfurt,LearningSphere,0
2023-07-22,Erfurt,AutoPilot,0
2023-07-22,Ilmenau,SmartDesk,0
2023-07-22,Ilmenau,HealthHub,0
2023-07-22,Ilmenau,QuantumStorage,0
2023-07-22,Ilmenau,LearningSphere,0
2023-07-22,Ilmenau,AutoPilot,0
2023-07-22,Jena,SmartDesk,0
2023-07-22,Jena,HealthHub,0
2023-07-22,Jena,QuantumStorage,0
2023-07-22,Jena,LearningSphere,0
2023-07-22,Jena,AutoPilot,0
2023-07-22,Weimar,SmartDesk,0
2023-07-22,Weimar,HealthHub,0
2023-07-22,Weimar,QuantumStorage,0
2023-07-22,Weimar,LearningSphere,0
2023-07-22,Weimar,AutoPilot,0
2023-07-23,Erfurt,SmartDesk,0
2023-07-23,Erfurt,HealthHub,0
2023-07-23,Erfurt,QuantumStorage,0
2023-07-23,Erfurt,LearningSphere,0
2023-07-23,Erfurt,AutoPilot,0
2023-07-23,Ilmenau,SmartDesk,0
2023-07-23,Ilmenau,HealthHub,0
2023-07-23,Ilmenau,QuantumStorage,0
2023-07-23,Ilmenau,LearningSphere,0
2023-07-23,Ilmenau,AutoPilot,0
2023-07-23,Jena,SmartDesk,0
2023-07-23,Jena,HealthHub,0
2023-07-23,Jena,QuantumStorage,0
2023-07-23,Jena,LearningSphere,0
2023-07-23,Jena,AutoPilot,0
2023-07-23,Weimar,SmartDesk,0
2023-07-23,Weimar,HealthHub,0
2023-07-23,Weimar,QuantumStorage,0
2023-07-23,Weimar,LearningSphere,0
2023-07-23,Weimar,AutoPilot,0
2023-07-24,Erfurt,SmartDesk,909
2023-07-24,Erfurt,HealthHub,1877
2023-07-24,Erfurt,QuantumStorage,1069
2023-07-24,Erfurt,LearningSphere,600
2023-07-24,Erfurt,AutoPilot,908
2023-07-24,Ilmenau,SmartDesk,474
2023-07-24,Ilmenau,HealthHub,738
2023-07-24,Ilmenau,QuantumStorage,0
2023-07-24,Ilmenau,LearningSphere,384
2023-07-24,Ilmenau,AutoPilot,722
2023-07-24,Jena,SmartDesk,852
2023-07-24,Jena,HealthHub,1119
2023-07-24,Jena,QuantumStorage,390
2023-07-24,Jena,LearningSphere,1557
2023-07-24,Jena,AutoPilot,1213
2023-07-24,Weimar,SmartDesk,0
2023-07-24,Weimar,HealthHub,0
2023-07-24,Weimar,QuantumStorage,1008
2023-07-24,Weimar,LearningSphere,0
2023-07-24,Weimar,AutoPilot,909
2023-07-25,Erfurt,SmartDesk,529
2023-07-25,Erfurt,HealthHub,1111
2023-07-25,Erfurt,QuantumStorage,733
